word,word_count,mean_sent_length,final_count,solo_count
aşağıyıda,1.0,6.0,0.0,0.0
bulaşığı,1.0,5.0,1.0,0.0
dını,1.0,2.0,0.0,0.0
yüzgeç,1.0,1.0,1.0,1.0
bıçakla,2.0,2.0,1.0,1.0
bundan,3.0,5.33333333333,0.0,0.0
Nişantaşı'nda,1.0,3.0,0.0,0.0
fil,6.0,2.66666666667,4.0,2.0
günaydın,1.0,2.0,1.0,0.0
kitaptan,1.0,4.0,0.0,0.0
Enderi,1.0,2.0,0.0,0.0
istermsin,1.0,5.0,1.0,0.0
içse,1.0,9.0,0.0,0.0
İsmail'le,1.0,3.0,0.0,0.0
felan,2.0,5.0,0.0,0.0
yatıyorlar,4.0,2.25,3.0,0.0
görmüşsün,1.0,3.0,0.0,0.0
öğretsene,1.0,6.0,0.0,0.0
vurursa,3.0,5.33333333333,0.0,0.0
Aninöya,1.0,4.0,0.0,0.0
şapkalı,2.0,5.0,0.0,0.0
değilim,1.0,4.0,1.0,0.0
allah,28.0,4.53571428571,3.0,0.0
yatalım,2.0,1.5,2.0,1.0
düşmüş,2.0,3.0,2.0,0.0
göremiyorsun,1.0,2.0,1.0,0.0
ağrıyo,1.0,2.0,1.0,0.0
birbirinize,1.0,3.0,0.0,0.0
banyoda,2.0,4.0,0.0,0.0
camı,1.0,4.0,0.0,0.0
atçılık,1.0,3.0,0.0,0.0
tırnaklarının,1.0,4.0,0.0,0.0
ra,3.0,4.0,1.0,0.0
yemedin,1.0,3.0,1.0,0.0
cicisin,1.0,2.0,1.0,0.0
ağzı,8.0,4.5,2.0,1.0
bunları,38.0,4.28947368421,5.0,0.0
verirmisin,12.0,2.66666666667,10.0,4.0
koşarmı,4.0,2.25,3.0,0.0
söyleyecen,1.0,4.0,0.0,0.0
anlatsan,1.0,6.0,0.0,0.0
söyleyecek,1.0,6.0,0.0,0.0
çünkü,19.0,5.05263157895,6.0,0.0
ata,16.0,4.0,6.0,0.0
sahi,34.0,2.32352941176,10.0,10.0
sopayla,2.0,4.5,0.0,0.0
yıkadın,1.0,1.0,1.0,1.0
etrafındakiler,1.0,1.0,1.0,1.0
sepeti,1.0,5.0,0.0,0.0
elma,4.0,2.5,2.0,2.0
yaşındaydın,1.0,2.0,1.0,0.0
fiş,1.0,3.0,0.0,0.0
O'mer,1.0,5.0,0.0,0.0
girsin,3.0,3.66666666667,0.0,0.0
koşabilirmisin,5.0,2.0,5.0,1.0
ayıcığın,1.0,3.0,0.0,0.0
süsleneyim,2.0,5.5,2.0,0.0
bıraktı,1.0,5.0,0.0,0.0
istersen,31.0,4.61290322581,14.0,0.0
sayfada,2.0,5.5,0.0,0.0
yenge,1.0,6.0,0.0,0.0
uyur,41.0,4.53658536585,27.0,0.0
tren,5.0,2.2,4.0,3.0
evde,105.0,4.6,44.0,3.0
komik,1.0,7.0,0.0,0.0
oyuncaklarınla,1.0,6.0,0.0,0.0
yapmışmı,1.0,3.0,0.0,0.0
bunlara,1.0,4.0,1.0,0.0
götür,5.0,2.8,3.0,0.0
Erel'e,2.0,6.0,1.0,0.0
bunlari,1.0,4.0,0.0,0.0
domuzun,2.0,7.0,0.0,0.0
süslüyormu,2.0,4.0,2.0,0.0
konuşmanı,2.0,4.5,0.0,0.0
atı,5.0,4.4,3.0,0.0
balığımı,2.0,2.5,1.0,0.0
duydun,1.0,2.0,1.0,0.0
duydum,1.0,4.0,1.0,0.0
bilirmisin,3.0,3.0,3.0,0.0
olacak,24.0,4.41666666667,16.0,0.0
sevdi,1.0,3.0,0.0,0.0
O'zcan'ı,1.0,3.0,0.0,0.0
birazcık,13.0,5.30769230769,2.0,0.0
söylesenize,1.0,3.0,1.0,0.0
bunların,8.0,4.625,1.0,0.0
oğlen,1.0,3.0,0.0,0.0
yanında,4.0,4.0,1.0,0.0
kitabı,5.0,4.4,4.0,0.0
oyuncak,16.0,4.25,1.0,0.0
atıyordun,2.0,1.5,1.0,1.0
sigara,4.0,4.25,1.0,0.0
kızarım,4.0,4.75,4.0,0.0
ütüle,2.0,7.0,1.0,0.0
yesinmi,1.0,6.0,1.0,0.0
orayı,2.0,5.5,1.0,0.0
yürütüyor,1.0,3.0,0.0,0.0
bulamayız,1.0,4.0,0.0,0.0
işaret,3.0,5.33333333333,0.0,0.0
hikayede,1.0,5.0,1.0,0.0
karganı,1.0,2.0,0.0,0.0
süslenmiyormusun,1.0,2.0,1.0,0.0
aşkolsun,1.0,5.0,0.0,0.0
çizdin,2.0,3.0,1.0,0.0
ayağı,2.0,6.5,1.0,0.0
üürü,4.0,2.75,2.0,1.0
oynuyorsun,54.0,3.85185185185,37.0,0.0
sıkı,7.0,2.57142857143,0.0,0.0
terliği,1.0,2.0,1.0,0.0
naıl,2.0,5.0,0.0,0.0
yersen,1.0,7.0,0.0,0.0
yersem,1.0,2.0,0.0,0.0
koştunuz,2.0,2.0,2.0,0.0
alabilirsin,5.0,4.4,3.0,0.0
kıs,1.0,4.0,0.0,0.0
çanta,3.0,1.0,3.0,3.0
kalemi,6.0,4.5,3.0,0.0
kız,60.0,4.88333333333,14.0,1.0
Yeşim,10.0,4.6,3.0,1.0
ötenlerden,1.0,3.0,0.0,0.0
yapsana,3.0,5.0,1.0,0.0
ötekiler,1.0,3.0,0.0,0.0
kollarına,1.0,4.0,0.0,0.0
eeyapamazsın,1.0,3.0,1.0,0.0
pantalonunu,1.0,4.0,1.0,0.0
zıplıyor,1.0,10.0,0.0,0.0
desene,1.0,3.0,1.0,0.0
bezlemi,1.0,1.0,1.0,1.0
yalasın,1.0,3.0,0.0,0.0
deveyi,1.0,5.0,0.0,0.0
çalıyor,6.0,4.5,1.0,0.0
deveye,1.0,4.0,0.0,0.0
zeytin,1.0,5.0,0.0,0.0
yapmağa,1.0,4.0,0.0,0.0
Nedime,1.0,2.0,1.0,0.0
Piraye,9.0,5.0,3.0,0.0
birileri,1.0,9.0,1.0,0.0
oynamasını,1.0,4.0,0.0,0.0
girsinler,4.0,2.5,2.0,0.0
ısırmış,3.0,4.33333333333,3.0,0.0
kargayla,6.0,3.0,0.0,0.0
babaanne,6.0,2.66666666667,0.0,0.0
alsana,1.0,2.0,0.0,0.0
hadii,3.0,3.33333333333,1.0,1.0
mutfak,1.0,5.0,0.0,0.0
niye,335.0,3.05373134328,32.0,31.0
ayağa,5.0,4.8,0.0,0.0
fırlattık,1.0,1.0,1.0,1.0
zaten,10.0,5.1,8.0,0.0
bayağı,5.0,2.4,0.0,0.0
kollarını,1.0,2.0,0.0,0.0
yapamazmısın,1.0,2.0,1.0,0.0
vururdun,1.0,4.0,0.0,0.0
olmuyor,2.0,3.0,2.0,0.0
sebep,1.0,4.0,0.0,0.0
sual,1.0,5.0,0.0,0.0
abiler,1.0,3.0,0.0,0.0
yalan,5.0,4.0,2.0,0.0
tutalım,1.0,8.0,0.0,0.0
koşamazlar,1.0,2.0,1.0,0.0
götürecekmiyim,1.0,3.0,0.0,0.0
yapamazsın,1.0,4.0,0.0,0.0
çamaşırlarımla,1.0,3.0,1.0,0.0
oraya,30.0,4.46666666667,5.0,0.0
mayonlan,2.0,3.0,0.0,0.0
ağlıyan,1.0,5.0,0.0,0.0
kolunamı,1.0,3.0,0.0,0.0
ıslandımı,1.0,1.0,1.0,1.0
pazuların,6.0,6.0,2.0,0.0
sevdiği,3.0,4.66666666667,0.0,0.0
olmasın,1.0,6.0,0.0,0.0
sınıfta,3.0,3.66666666667,1.0,0.0
arayacak,1.0,3.0,1.0,0.0
gidin,1.0,3.0,0.0,0.0
dolacak,1.0,5.0,1.0,0.0
Engin,2.0,2.5,1.0,0.0
yaramaz,2.0,4.0,0.0,0.0
çıkar,13.0,2.0,9.0,3.0
söylemiyormusun,1.0,8.0,0.0,0.0
eşeğim,1.0,5.0,0.0,0.0
yapma,22.0,3.86363636364,7.0,3.0
girebilirmi,1.0,3.0,1.0,0.0
yapınca,1.0,3.0,0.0,0.0
geçsinmi,1.0,2.0,1.0,0.0
üfür,2.0,4.0,0.0,0.0
simit,6.0,2.0,4.0,0.0
Kazağı'nda,1.0,8.0,0.0,0.0
değilmiydi,2.0,3.0,1.0,0.0
geldiği,1.0,7.0,0.0,0.0
C'ınaraltında,2.0,3.5,0.0,0.0
temizliyor,67.0,3.16417910448,45.0,0.0
sağdınmı,1.0,7.0,0.0,0.0
topu,31.0,3.29032258065,14.0,0.0
halledeceksin,1.0,5.0,1.0,0.0
topladım,1.0,2.0,0.0,0.0
bayram,3.0,5.0,0.0,0.0
dediğimi,1.0,3.0,0.0,0.0
kalmış,4.0,5.25,1.0,0.0
koşup,1.0,3.0,0.0,0.0
dayın,2.0,5.0,0.0,0.0
şisireceksin,1.0,4.0,1.0,0.0
televizyonunuz,1.0,3.0,0.0,0.0
galiba,16.0,3.8125,13.0,1.0
hah,5.0,2.6,2.0,2.0
ham,2.0,9.5,0.0,0.0
öğretmişti,1.0,4.0,0.0,0.0
haa,14.0,3.42857142857,4.0,4.0
ooooh,1.0,5.0,0.0,0.0
yağı,1.0,3.0,0.0,0.0
hap,7.0,5.14285714286,2.0,0.0
bna,1.0,5.0,1.0,0.0
hav,15.0,3.93333333333,2.0,0.0
güzelcene,1.0,6.0,1.0,0.0
salıncağı,1.0,3.0,1.0,0.0
kırma,2.0,4.0,1.0,0.0
kreşten,1.0,7.0,0.0,0.0
bakın,1.0,7.0,0.0,0.0
sarhoş,1.0,5.0,0.0,0.0
dönmüşmüydü,1.0,3.0,0.0,0.0
yorganı,2.0,6.0,0.0,0.0
sefa,1.0,4.0,0.0,0.0
yakmıyoruz,1.0,1.0,1.0,1.0
söylemiyorsun,3.0,3.66666666667,1.0,0.0
burdayım,3.0,1.66666666667,2.0,2.0
söyleyeceksin,5.0,3.6,5.0,0.0
rüyanda,1.0,4.0,0.0,0.0
müziği,2.0,5.5,0.0,0.0
sopalar,1.0,3.0,0.0,0.0
yiyorsun,8.0,4.5,4.0,0.0
ufoldu,1.0,2.0,1.0,0.0
bluzu,1.0,8.0,0.0,0.0
oynadımı,1.0,4.0,1.0,0.0
vutttttt,1.0,7.0,1.0,0.0
davulun,1.0,3.0,0.0,0.0
alacakmısın,2.0,2.5,2.0,0.0
tırmalarlar,2.0,2.0,2.0,0.0
bize,17.0,4.94117647059,7.0,0.0
çıkmışmı,1.0,2.0,1.0,0.0
karmakarışık,3.0,5.0,0.0,0.0
başlasana,1.0,2.0,0.0,0.0
dikkatini,1.0,6.0,0.0,0.0
tutmağa,1.0,6.0,0.0,0.0
oyuncakları,8.0,4.75,3.0,0.0
bisküvi,2.0,4.5,0.0,0.0
hikaye,18.0,3.22222222222,1.0,0.0
süpürdümü,1.0,2.0,1.0,0.0
o,414.0,4.12801932367,79.0,1.0
Faruk,1.0,4.0,0.0,0.0
kalkıyorsun,2.0,3.0,2.0,0.0
kamyonun,2.0,2.0,0.0,0.0
içsin,2.0,3.0,1.0,0.0
benzetebilirsen,1.0,4.0,1.0,0.0
değilki,1.0,4.0,1.0,0.0
sok,3.0,3.0,1.0,0.0
son,2.0,4.5,0.0,0.0
sor,2.0,4.0,1.0,0.0
salıncağa,1.0,3.0,0.0,0.0
ördeğimi,1.0,2.0,1.0,0.0
soy,1.0,4.0,0.0,0.0
anneannenin,2.0,3.0,0.0,0.0
dursun,22.0,4.36363636364,7.0,0.0
horozum,1.0,6.0,0.0,0.0
Hani,1.0,2.0,0.0,0.0
çarpan,10.0,4.3,0.0,0.0
ellemesinler,1.0,3.0,0.0,0.0
çarpar,1.0,5.0,0.0,0.0
yıkandın,1.0,5.0,1.0,0.0
akşamki,1.0,5.0,0.0,0.0
sokacaksın,2.0,6.5,1.0,0.0
kulüpte,1.0,3.0,1.0,0.0
verdi,40.0,4.325,14.0,0.0
koşarsan,1.0,4.0,0.0,0.0
gelmeyecem,1.0,2.0,0.0,0.0
farelerin,1.0,3.0,0.0,0.0
sinemanın,2.0,6.0,0.0,0.0
koşmaca,1.0,3.0,0.0,0.0
olmazmı,4.0,2.0,3.0,2.0
peynir,3.0,3.0,0.0,0.0
sesle,3.0,4.0,0.0,0.0
köpeğe,2.0,3.5,1.0,0.0
hüçük,1.0,3.0,0.0,0.0
bıyk,4.0,6.5,0.0,0.0
köpeği,8.0,4.125,3.0,0.0
güzelmi,2.0,2.5,0.0,0.0
korkarsa,1.0,6.0,0.0,0.0
bilmiyormussun,1.0,1.0,1.0,1.0
merhaba,1.0,3.0,0.0,0.0
Nevcihan,1.0,3.0,1.0,0.0
çocukmusun,1.0,4.0,1.0,0.0
patates,2.0,4.0,1.0,0.0
E,8.0,3.125,1.0,1.0
ayağınlan,1.0,4.0,0.0,0.0
yemiyorsun,2.0,6.0,0.0,0.0
tanesine,1.0,3.0,0.0,0.0
şapkayı,1.0,6.0,1.0,0.0
tanesini,1.0,3.0,0.0,0.0
tutmaya,2.0,5.0,0.0,0.0
tutmasıb,1.0,3.0,1.0,0.0
ormana,2.0,2.5,2.0,1.0
time,2.0,5.0,0.0,0.0
ver,53.0,4.03773584906,24.0,5.0
yeri,2.0,4.5,1.0,0.0
yere,19.0,4.31578947368,0.0,0.0
ağlıyormu,2.0,1.5,1.0,1.0
Zeynepe,1.0,5.0,0.0,0.0
düşecek,2.0,1.5,1.0,1.0
bulamaz,1.0,3.0,1.0,0.0
düşecen,1.0,2.0,1.0,0.0
ıh,2.0,2.0,1.0,0.0
Zeynep'len,1.0,4.0,0.0,0.0
makara,2.0,2.5,1.0,1.0
yürüyorlar,4.0,2.5,4.0,0.0
konusunda,1.0,9.0,0.0,0.0
şöförü,2.0,3.5,0.0,0.0
pişirirsin,2.0,3.0,2.0,0.0
akmış,9.0,3.22222222222,4.0,0.0
annenle,6.0,3.66666666667,0.0,0.0
öpermisin,3.0,3.0,1.0,0.0
Amerika'da,1.0,4.0,0.0,0.0
belki,12.0,4.75,4.0,0.0
büyüğüm,1.0,7.0,0.0,0.0
öpsün,3.0,2.66666666667,1.0,0.0
yokki,1.0,3.0,0.0,0.0
ütule,1.0,7.0,0.0,0.0
Tan,12.0,5.5,2.0,0.0
kovaladı,1.0,2.0,1.0,0.0
dişarıda,1.0,6.0,0.0,0.0
dahaki,1.0,7.0,0.0,0.0
yatırıyorsun,1.0,4.0,0.0,0.0
terbiyesiz,6.0,4.66666666667,0.0,0.0
ütüler,17.0,4.05882352941,14.0,0.0
ütülüyormu,4.0,3.25,2.0,0.0
konuşursan,1.0,3.0,0.0,0.0
uçarlar,7.0,2.42857142857,7.0,0.0
oturamam,1.0,5.0,0.0,0.0
kayakla,1.0,4.0,0.0,0.0
sürüyor,13.0,3.07692307692,8.0,0.0
ağladın,1.0,2.0,1.0,0.0
orda,76.0,4.40789473684,30.0,1.0
banyo,1.0,4.0,1.0,0.0
çocukla,1.0,3.0,0.0,0.0
isteyince,1.0,8.0,0.0,0.0
radyo,2.0,5.5,0.0,0.0
yapıştıracak,2.0,5.0,0.0,0.0
uyumuş,2.0,2.5,1.0,0.0
kaldırıyorlarmı,1.0,2.0,1.0,0.0
öyle,96.0,4.125,25.0,2.0
olduğunu,6.0,5.0,3.0,0.0
uyudu,1.0,3.0,1.0,0.0
çıkınca,4.0,5.25,2.0,0.0
Simtan,1.0,2.0,0.0,0.0
yar'in,1.0,5.0,0.0,0.0
olabilir,1.0,6.0,0.0,0.0
koyabilirsin,1.0,5.0,1.0,0.0
Ramazan,3.0,4.0,1.0,0.0
şapkanı,1.0,5.0,1.0,0.0
vurmuyormusun,1.0,3.0,1.0,0.0
sürersek,1.0,5.0,0.0,0.0
sürersem,1.0,8.0,0.0,0.0
kazağımdaki,2.0,3.0,0.0,0.0
karşıya,1.0,5.0,1.0,0.0
battaniyeyi,2.0,4.5,1.0,0.0
yedinizmi,1.0,2.0,1.0,0.0
ca'n,3.0,11.0,1.0,0.0
filmi,2.0,4.0,2.0,0.0
meyva,4.0,4.5,0.0,0.0
efendi,1.0,2.0,1.0,0.0
benden,3.0,3.0,2.0,0.0
oturuyorsun,3.0,3.33333333333,1.0,0.0
böcek,3.0,3.0,2.0,1.0
aldırma,1.0,8.0,0.0,0.0
daydayım,2.0,2.0,2.0,0.0
atladık,1.0,5.0,0.0,0.0
cıkarıyor,1.0,6.0,1.0,0.0
kaçıyormuş,1.0,2.0,1.0,0.0
okur,21.0,3.47619047619,14.0,0.0
getiriyorum,2.0,3.5,1.0,0.0
yapacaksın,25.0,3.52,16.0,0.0
sü,1.0,4.0,0.0,0.0
okunuyor,1.0,2.0,1.0,0.0
görüyorum,8.0,3.5,4.0,0.0
kaldıralımmı,3.0,3.0,0.0,0.0
edicez,1.0,4.0,0.0,0.0
oynayalımmı,5.0,4.2,4.0,0.0
gelmiyecek,1.0,3.0,0.0,0.0
eski,6.0,5.0,0.0,0.0
mektup,3.0,4.0,0.0,0.0
herşeyi,2.0,6.0,0.0,0.0
tırmandın,1.0,3.0,1.0,0.0
düşeceksin,5.0,3.2,5.0,0.0
Muzaffer,1.0,2.0,0.0,0.0
seviyormuymuş,1.0,2.0,0.0,0.0
yanaktan,1.0,3.0,1.0,0.0
dolduruyorsun,1.0,2.0,1.0,0.0
Kumburgaz'da,2.0,3.0,0.0,0.0
O'zlemcım,1.0,4.0,0.0,0.0
atam,1.0,3.0,0.0,0.0
kötü,12.0,4.75,0.0,0.0
dalların,2.0,4.0,0.0,0.0
atar,2.0,3.5,0.0,0.0
beton,1.0,6.0,0.0,0.0
yaptırmazsın,1.0,3.0,1.0,0.0
topların,1.0,3.0,1.0,0.0
alsın,5.0,4.6,1.0,0.0
yorulurum,1.0,3.0,0.0,0.0
su,85.0,3.55294117647,14.0,7.0
gelmiyeceksin,1.0,3.0,1.0,0.0
Haticenin,2.0,4.0,0.0,0.0
hatırlıyormusun,10.0,5.2,8.0,3.0
ağlıyor,9.0,3.66666666667,5.0,0.0
başkasını,1.0,3.0,0.0,0.0
yatağın,6.0,4.5,0.0,0.0
zman,1.0,9.0,0.0,0.0
çıkmazki,1.0,2.0,0.0,0.0
elbet,1.0,6.0,1.0,0.0
aydınlıkta,1.0,4.0,0.0,0.0
şişiriliyormu,2.0,2.0,0.0,0.0
biliyorsun,19.0,4.42105263158,7.0,2.0
yürürler,1.0,2.0,1.0,0.0
atarsın,32.0,2.75,25.0,0.0
hastaydı,1.0,3.0,0.0,0.0
hop,12.0,2.08333333333,6.0,2.0
uçuyorlar,1.0,3.0,1.0,0.0
Serap,1.0,2.0,0.0,0.0
polis,6.0,5.66666666667,0.0,0.0
kalkacağız,1.0,2.0,1.0,0.0
çalındı,1.0,4.0,0.0,0.0
mektubu,1.0,5.0,0.0,0.0
tırmanıyor,1.0,3.0,1.0,0.0
birşeysi,2.0,3.5,0.0,0.0
tuhaf,1.0,5.0,0.0,0.0
uyursan,1.0,4.0,0.0,0.0
süslenirken,2.0,3.5,1.0,0.0
türlü,2.0,7.5,1.0,0.0
çalıştın,1.0,3.0,1.0,0.0
açıyorsun,1.0,2.0,1.0,0.0
Boncuk,1.0,4.0,0.0,0.0
Işılla,3.0,3.0,0.0,0.0
Nihali,1.0,5.0,0.0,0.0
ellerini,1.0,4.0,0.0,0.0
götüreceksin,1.0,4.0,0.0,0.0
kediniz,8.0,3.25,2.0,0.0
alacak,9.0,3.0,3.0,0.0
kedinin,13.0,4.15384615385,1.0,0.0
alacam,1.0,6.0,0.0,0.0
salı,1.0,3.0,1.0,0.0
kaşık,12.0,2.41666666667,7.0,4.0
çıkarlarmı,1.0,6.0,1.0,0.0
seyretsinler,2.0,3.5,1.0,0.0
ismini,3.0,2.66666666667,0.0,0.0
badana,1.0,6.0,0.0,0.0
değilmı,1.0,7.0,0.0,0.0
bisiklet,3.0,3.66666666667,1.0,1.0
harika,1.0,4.0,0.0,0.0
varsa,2.0,5.0,0.0,0.0
annesinin,5.0,4.4,1.0,0.0
kuyun,1.0,2.0,0.0,0.0
Kont,1.0,2.0,1.0,0.0
okuyabilirmisin,1.0,3.0,1.0,0.0
topunu,9.0,3.22222222222,1.0,0.0
bırakırmısın,2.0,1.5,2.0,1.0
baybay,1.0,4.0,0.0,0.0
ona,33.0,4.36363636364,7.0,0.0
saç,25.0,2.28,18.0,9.0
süpürürüz,1.0,2.0,1.0,0.0
Küçüksuya,1.0,2.0,0.0,0.0
kalkacakta,1.0,3.0,0.0,0.0
konuşuyoruz,1.0,6.0,0.0,0.0
teneke,1.0,5.0,0.0,0.0
onu,166.0,4.30120481928,42.0,0.0
çırılçıplak,1.0,3.0,1.0,0.0
cünkü,1.0,7.0,1.0,0.0
öpeceğim,1.0,3.0,1.0,0.0
bebek,79.0,3.60759493671,27.0,6.0
takalım,7.0,3.71428571429,3.0,0.0
çıkarttık,1.0,5.0,0.0,0.0
çıkarttım,1.0,4.0,1.0,0.0
çıkarttın,1.0,5.0,0.0,0.0
demişki,1.0,6.0,0.0,0.0
veriyimmi,5.0,6.0,1.0,0.0
kapağı,3.0,2.33333333333,1.0,0.0
tarafta,4.0,4.25,1.0,0.0
giydinmi,1.0,4.0,0.0,0.0
çene,1.0,1.0,1.0,1.0
deminki,2.0,7.0,0.0,0.0
değilmi,151.0,3.79470198675,129.0,7.0
oynamıyorsun,8.0,4.875,3.0,0.0
öğlenleyin,2.0,3.5,1.0,0.0
sıkışıyor,1.0,1.0,1.0,1.0
teybi,8.0,3.375,5.0,0.0
say,24.0,2.83333333333,7.0,2.0
küstüm,4.0,4.5,4.0,1.0
teybe,6.0,6.5,0.0,0.0
alıyorum,4.0,4.75,2.0,0.0
neresinde,17.0,3.05882352941,13.0,0.0
ağaca,1.0,6.0,0.0,0.0
zor,9.0,4.55555555556,1.0,0.0
alıyoruz,8.0,5.375,3.0,0.0
okumak,2.0,4.0,0.0,0.0
Kadir,5.0,3.2,2.0,0.0
denbize,1.0,3.0,0.0,0.0
defterim,1.0,4.0,0.0,0.0
Doğa,2.0,3.0,0.0,0.0
şekerim,25.0,4.92,13.0,1.0
yastığa,1.0,2.0,0.0,0.0
elele,1.0,3.0,0.0,0.0
gerçi,2.0,4.0,1.0,0.0
olmayınca,3.0,4.66666666667,0.0,0.0
kılıç,3.0,2.33333333333,1.0,0.0
bağırırmı,1.0,2.0,0.0,0.0
kumda,1.0,3.0,0.0,0.0
şoyle,1.0,4.0,0.0,0.0
içermi,21.0,3.28571428571,14.0,0.0
taşıyormusun,2.0,3.0,0.0,0.0
yaparsın,42.0,3.52380952381,29.0,0.0
bağırır,4.0,2.25,2.0,1.0
anlatacağım,1.0,3.0,1.0,0.0
yattım,1.0,2.0,0.0,0.0
binicek,1.0,4.0,0.0,0.0
düz,2.0,4.5,0.0,0.0
sesini,8.0,6.125,0.0,0.0
yaramazlık,5.0,3.6,0.0,0.0
kimseylen,1.0,2.0,0.0,0.0
öper,1.0,7.0,0.0,0.0
istersin,3.0,5.0,2.0,0.0
bağsız,1.0,5.0,0.0,0.0
yedim,3.0,5.66666666667,2.0,0.0
yedin,16.0,3.4375,10.0,0.0
artist,1.0,5.0,0.0,0.0
balıkların,3.0,4.0,1.0,0.0
vermeyeceğim,1.0,2.0,0.0,0.0
cik,3.0,6.0,1.0,0.0
istiyorsan,3.0,3.33333333333,3.0,0.0
fotoğraf,1.0,6.0,0.0,0.0
silindir,1.0,3.0,0.0,0.0
yürüdün,1.0,8.0,0.0,0.0
where,3.0,3.66666666667,0.0,0.0
