"category","uni_lemma","Croatian WG","English WG","Hebrew WG","Italian WG","Norwegian WG","Russian WG","Spanish WG","Swedish WG","Turkish WG"
"action_words","poop","","","","","","какать","","",""
"action_words","press","","","","","","","","","bas"
"action_words","pull","vući","pull","למשוך","tirare","","","","dra","çek"
"action_words","push","gurati","push","לדחוף","spingere","dytte","","empujar","knuffa","it"
"action_words","put","staviti","put","לשים","mettere","legge","класть, положить","meterse, poner","sätta","koy"
"action_words","put in","","","","","","","","","sok"
"action_words","put on","","","","","","","","","tak"
"action_words","put out","","","","spegnere","","","","",""
"action_words","read","čitati","read","לקרוא","leggere","lese","читать","leer","läsa",""
"action_words","ride","jahati","ride","","","ri","катать/кататься","","","bin"
"action_words","rock","","","","cullare","","","","gunga",""
"action_words","run","trčati","run","לרוץ","correre","løpe","бегать/бежать","correr","springa","koş"
"action_words","save","","","לשמור","","","","","",""
"action_words","say","reći","say","להגיד","dire","si","","decir","säga","söyle"
"action_words","scared","","","","","","бояться","","","kork"
"action_words","see","vidjeti","see","לראות","vedere","se","","ver","se","gör"
"action_words","seek","","","","cercare","","","","",""
"action_words","shake","","","","","","","","","salla"
"action_words","shh","","","","","","","","","sus"
"action_words","shout","","","","","","","","","bağır"
"action_words","show","","show","","","vise","показать","ensenar","visa","göster"
"action_words","sing","pjevati","sing","לשיר","cantare","synge","петь","cantar","sjunga",""
"action_words","sit","","","","sedersi","","сидеть","sentars","","otur"
"action_words","sleep","spavati","sleep","ללכת לישון","dormire","sove","спать","dormir","sova",""
"action_words","smell","","","","","","","","","kokla"
"action_words","smile","smijati se","smile","לחייך","ridere","smile","","","le",""
"action_words","spill","","","","","","","","","dök"
"action_words","spit","","","","sputare","","","","",""
"action_words","splash","prskati","splash","להתיז","","plaske","","","plaska",""
"action_words","stand","","","","alzarsi","","стоять","","","kalk"
"action_words","stop","stati","stop","לכבות, לעצור","fermarsi","stoppe","","parar","sluta, stanna","dur"
"action_words","strike","","","","","","","","","çarp"
"action_words","swallow","","","","","","","","","yut"
"action_words","sweep","","","","","","подметать","","",""
"action_words","swim","plivati","swim","לשחות","","svømme","купать/купаться","","simma",""
"action_words","swing","","","","dondolare","","","","",""
"action_words","swing (action)","ljuljati se","swing (action)","להתנדנד","","huske","качать/качаться","","","sallan"
"action_words","take","uzeti","take","לקחת","prendere","ta","брать/взять","llevar, tomar","ta","al"
"action_words","take away","","","","","","","","","götür"
"action_words","take off","","","","levare/togliere","","снимать","","","çıkar"
"action_words","take out","","","","","","","sacar","",""
"action_words","talk","","","","parlare","","","","",""
"action_words","tear","trgati","","","","","","","","yırt"
"action_words","tell","","","לספר","","","","","",""
"action_words","throw","baciti","throw","לזרוק","","kaste","бросать","aventar, tirar","kasta","at"
"action_words","tickle","škakljati","tickle","לדגדג","","kile","","","kittla","gir"
"action_words","touch","dirati","touch","לגעת","toccare","ta på","","tocar","röra","elle"
"action_words","travel","","","","","","","","","gez"
"action_words","turn","","","","girare","","","","","dön"
"action_words","turn around","","","להסתובב","","","","","",""
"action_words","turn off","","","","","","","apagar","",""
"action_words","turn on","","","","accendere","","включить","prender","",""
"action_words","understand","","","","","","","","","anla"
"action_words","wait","","","","aspettare","","","esperse","",""
"action_words","wake","","","לקום","","","","","","uyan"
"action_words","walk","hodati","walk","","camminare","gå","гулять, ходить","caminar","gå","yürü"
"action_words","wanna","","","","","","хотеть","querer","","iste"
"action_words","wash","prati","wash","לרחוץ","lavare","vaske","мыть/мыться","lavar","tvätta","yıka"
"action_words","watch (action)","paziti","watch (action)","","","holde øye med","","","","seyret"
"action_words","wave","","","","","","","","","el salla"
"action_words","wear","","","","","","","","","giydir"
"action_words","wet","","","","","","","mojarse","","islan"
"action_words","wipe","brisati","wipe","לנגב","","","вытирать","","","sil"
"action_words","work (action)","","","","","","","trabaja","",""
"action_words","write","pisati","write","לכתוב","scrivere","skrive","","escribi","skriva","yaz"
