"lexical_category","uni_lemma","Croatian WG","English WG","English WS","Hebrew WG","Italian WG","Norwegian WG","Russian WG","Russian WS","Spanish WG","Swedish WG","Turkish WG"
"nouns","ladybug","","","","חיפושית","","","","","","",""
"nouns","lamb","","lamb","lamb","טלה ","agnello","lam","","","borrego","lamm","kuzu"
"nouns","lamp","svjetiljka","lamp","lamp","מנורה","","lampe","лампа","лампа","","lampa","lamba/işık"
"nouns","lawn","","","","","prato","","","","","",""
"nouns","lawn mower","","","lawn mower","","","","","","","",""
"nouns","leaf","","","","","","","","","","","yaprak"
"nouns","leg","noga","leg","leg","רגליים","gambe","bein","нога","нога","piernas","ben","bacak"
"nouns","lemon","","","","","","","","","","","limon"
"nouns","light","svjetlo","light","light","אור","luce","lys","свет","свет","luz","",""
"nouns","lion","lav","lion","lion","אריה","leone","løve","лев","лев","leon","lejon",""
"nouns","lips","","","lips","","","","","губы","","",""
"nouns","living room","dnevna soba","living room","living room","סלון","","stue","","","sala","vardagsrum",""
"nouns","livingroom","","","","","salotto","","","","","",""
"nouns","lollipop","","","lollipop","","","","","чупа-чупс","paleta","",""
"nouns","marker","","","","","","","","фломастер","","",""
"nouns","meat","meso","meat","meat","בשר","carne","kjøtt","мясо","мясо","carne","kött","et"
"nouns","meat balls","","","","","polpette","","","","","",""
"nouns","meatball","","","","קציצה","","","","","","köttbullar","köfte"
"nouns","medicine","lijek","medicine","medicine","תרופה","","medisin","лекарство/таблетка","лекарство","medicin","medicin","ilaç"
"nouns","melon","","","melon","","","","","","","",""
"nouns","milk","mlijeko","milk","milk","חלב","latte","melk","молоко","молоко","leche","mjölk","süt"
"nouns","mirror","","","","","specchio","","зеркало","зеркало","espejo","","ayna"
"nouns","mittens","rukavice","","mittens","","","votter","варежки/рукавицы","варежки/рукавицы","","vantar",""
"nouns","mold","","","","","","","","формочка","","",""
"nouns","money","novci","money","money","כסף","soldi","penger","деньги","деньги","dinero","pengar",""
"nouns","monkey","majmun","monkey","monkey","קוף","scimmia","ape(katt)","обезьяна","обезьяна","mono","apa","maymun"
"nouns","moon","mjesec","moon","moon","ירח","luna","måne","луна","луна","luna","måne","ay/aydede"
"nouns","moose","","","moose","","","","","","","",""
"nouns","mop","","","mop","","","","","швабра","","",""
"nouns","mosquito","","","","","zanzara","","","комар","","",""
"nouns","motorcycle","motor","motorcycle","motorcycle","אופנוע","motocicletta","motorsykkel","","","moto","motorcykel",""
"nouns","mouse","miš","mouse","mouse","עכבר","topo","mus","мышка","мышка","raton","mus",""
"nouns","moustache","","","","","","","","","bigote","",""
"nouns","mouth","usta","mouth","mouth","פה ","bocca","munn","рот","рот","boca","mun","ağız"
"nouns","mud","","","","","","","грязь","грязь","","","çamur"
"nouns","muffin","","","muffin","","","","","","","",""
"nouns","mushrooms","","","","","","","","грибы","","",""
"nouns","music","","","","","musica","","","","","",""
"nouns","nail","","","","","","","гвоздь","гвоздь","","",""
"nouns","nails","nokti","","nail","ציפורניים","","","","ногти","","",""
"nouns","napkin","","","napkin","","","","","","","",""
"nouns","neck","","","","","","","шея","шея","","",""
"nouns","necklace","","necklace","necklace","שרשרת","collana","halskjede","","","collar","halsband","kolye"
"nouns","nightgown","","","","","","","","","","nattlinne",""
"nouns","noodles","juha","noodles","noodles","פתיתים","","pasta","макароны","макароны","sopa","","çorba"
"nouns","nose","nos","nose","nose","אף","naso","nese","нос","нос","nariz","näsa","burun"
"nouns","nuts","","","nuts","","","","","","","",""
"nouns","olive","","","","","","","","","","","zeytin"
"nouns","onion","","","","","","","","лук","","",""
"nouns","orange","","","","","arancia","","","","","",""
"nouns","orange (food)","naranča","orange (food)","orange (food)","תפוז","","appelsin","апельсин","апельсин","naranja","apelsin","portakal"
"nouns","outside","van(i)","outside","","","","ute","","","","ute",""
"nouns","oven","pećnica","oven","oven","תנור","","ovn","","печка","horno","ugn","fırın"
"nouns","overalls","","","","","","","","","","overall",""
"nouns","owie","","owie/boo boo","","","","","","","","",""
"nouns","owie/boo boo","","","owie/boo boo","","","","","","","",""
"nouns","owl","sova","owl","owl","ינשוף","","ugle","сова","сова","buho","uggla",""
"nouns","pacifier","bočica (s dudom)","","","מוצץ","ciuccio","smokk","соска","соска","chupete","","biberon, emzik"
"nouns","paint","","","","","","","","краски","","",""
"nouns","pajamas","pidžama","pajamas","pajamas","פיג'מה","pigiama","pysjamas","","пижама","pijama","pyjamas","pijama"
"nouns","palm","","","","","","","","ладонь","","",""
"nouns","pancake","","","pancake","","","","","блины, оладьи","","pannkaka",""
"nouns","pants","hlače","pants","pants","טריינינג","pantaloni","bukse","штаны","брюки, штаны","pantalo","byxa","pantolon"
"nouns","pap","","","","","pappa","","","","","",""
"nouns","paper","papir","paper","paper","נייר","giornale","papir","бумага","бумага","papel","papper","kağıt"
"nouns","park","park","park","","","","","парк","","parque","",""
"nouns","parrot","","","","תוכי","","","","","","",""
"nouns","party","proslava","party","","מסיבה","","","","","fiesta","kalas",""
"nouns","pasta","","","","","pasta","","","","","",""
"nouns","pastry","","","","","","","","","","","börek"
"nouns","peach","","","","אפרסק","pesca","","","","","","şeftali"
"nouns","peacock","","","","טווס","","","","","","",""
"nouns","peanut","","","","","","","","","","","fıstık"
"nouns","peanut butter","","","peanut butter","","","","","","","",""
"nouns","pear","","","","אגס","pera","","груша","груша","","","armut"
"nouns","peas","grašak","peas","peas","אפונה","piselli","","","горох","","ärtor",""
"nouns","pen","olovka","pen","pen","עט","","(farge)blyant","карандаш/ручка","ручка","lapiz","penna","kalem"
"nouns","pencil","","","pencil","","","","","карандаш","","",""
"nouns","pencil/pen","","","","","matita/penna","","","","","",""
"nouns","penguin","","penguin","penguin","פינגווין","pinguino","pingvin","","","pinguin","pingvin",""
"nouns","penis","","","","","organo genitale masch","tiss","","","","",""
"nouns","penis*","","","penis*","","","","","","","",""
"nouns","penny","","penny","penny","","","","монетка","монетка","","mynt",""
"nouns","pepper","","","","פילפל","","","","","","",""
"nouns","phon","","","","","fon","","","","","",""
"nouns","photos","","","","","","","","","fotos","",""
"nouns","pickle","","","pickle","","","","","","","",""
"nouns","picture","slika","picture","picture","תמונה","","bilde","картинка","фотографии, картинка","cuadro","bild","resim"
"nouns","pig","prase","pig","pig","חזיר","maiale","gris","поросенок/свинка","свинка","puerco","gris",""
"nouns","pigeon","","","","","","","","голубь","","",""
"nouns","piglet","","","","","","","","поросенок","","",""
"nouns","pill","","","","","","","","таблетка","","",""
"nouns","pillow","jastuk","pillow","pillow","כרית","cuscino","pute","подушка","подушка","almohad","kudde","yastık"
"nouns","pine","","","","","","","","сосна","","",""
"nouns","pipe","","","","","","","","","","","pipet/kamış"
"nouns","pita","","","","פיתה","","","","","","",""
"nouns","pizza","","pizza","pizza","פיצה ","","pizza","","","","pizza",""
"nouns","plant","biljka","plant","plant","צמח","pianta","plante","","","planta","",""
"nouns","plate","tanjur","plate","plate","צלחת","","tallerken","тарелка","тарелка","plato","","tabak"
"nouns","play dough","","","play dough","","","","","пластилин","","",""
"nouns","play pen","ogradica (vrtić za igranje)","play pen","play pen","","","lekegrind","","манеж","","lekrum",""
"nouns","playground","","","","","parco giochi","","","","","lekpark",""
"nouns","plum","","","","","","","","слива","","",""
"nouns","pony","","pony","pony","","","","","","","ponny",""
"nouns","pool","bazen","pool","pool","בריכה","","","","","albrpis","bassa","havuz"
"nouns","popcorn","","","popcorn","","","","","","","",""
"nouns","popsicle","","","popsicle","","","","","","","",""
"nouns","porch","","","porch","","terrazza","","","","","","balkon"
"nouns","porridge","","","","","","","","","atole","",""
"nouns","pot","","","","סיר","pentola","","кастрюля","кастрюля","","",""
"nouns","potato","krumpir","","potato","","patate","","картошка","картошка","","","patates"
"nouns","potato chip","","","potato chip","","","","","","","",""
"nouns","potty","tuta","potty","potty","סיר","vasino","potte","горшок","горшок","bacinic","potta","lazımlık/oturak, tuvalet"
"nouns","present","","","present","","","","","","","",""
"nouns","pretzel","","","pretzel","","","","","","","","simit"
"nouns","pudding","","","pudding","","","","","","","","muhallebi"
"nouns","puddle","","","","","","","лужа","лужа","","",""
"nouns","pumpkin","","","pumpkin","","","","","тыква","","",""
"nouns","puppy","","puppy","puppy","גור","","valp","","","","valp",""
"nouns","purse","novčanik","purse","purse","ארנק","","lommebok","","сумка","bolsa","börs","çanta"
"nouns","puzzle","","","puzzle","","","","","мозаика/пазл","","",""
"nouns","quesadilla","","","","","","","","","quesdil","",""
"nouns","radio","radio","radio","radio","רדיו","","radio","радио","радио","radio","radio","radyo"
"nouns","rag","","","","","","","тряпка","тряпка","","",""
"nouns","rain","kiša","rain","rain","גשם","pioggia","regn","дождь","дождь","lluvia","regn","yağmur"
"nouns","raisin","","raisin","raisin","צימוקים","","rosiner","","изюм","","russin",""
"nouns","rake","","","","","","","","грабли","","",""
"nouns","raspberry","","","","","","","","малина","","",""
"nouns","rattle","","","","רעשן","","","","","","",""
"nouns","refrigerator","hladnjak","refrigerator","refrigerator","מקרר","frigorifero","kjøleskap","холодильник","холодильник","refrig","kylskåp","buzdolabı"
"nouns","remote control","","","","","","","","","","","kumanda"
"nouns","rice","","","","אורז","riso","","","рис","arroz","ris","pilav"
"nouns","road","","","","כביש","","","улица","","","","yol"
"nouns","rock","kamen","rock","rock","אבן","montagna","stein","камень","камень","piedra","sten","taş"
"nouns","rocking chair","","rocking chair","rocking chair","נדנדה","","gyngestol","","","","gungstol",""
"nouns","roof","","","roof","","","","","","techo","",""
"nouns","room","","","room","","camera","","комната","комната","cuarto","","oda"
"nouns","rooster","pijetao","","rooster"," תרנגול","gallo","","петух","петух","","",""
"nouns","rope","","","","","","","","","","","ip"
"nouns","salt","","","salt","","","","","соль","","",""
