"lexical_category","uni_lemma","Croatian WG","English WG","English WS","Hebrew WG","Italian WG","Norwegian WG","Russian WG","Russian WS","Spanish WG","Swedish WG","Turkish WG"
"function_words","each","","","each","","","","","","","",""
"function_words","enough","","","","","","","хватит","хватит","","",""
"function_words","every","","","every","","","","","","","",""
"function_words","everyone","","","","כולם","","","","","","",""
"function_words","far","","","","רחוק","","","","далеко","","",""
"function_words","five","","","","","","","","пять","","",""
"function_words","for","","","for","","per","","","","para","",""
"function_words","forward","","","","","","","","вперед/впереди","","",""
"function_words","four","","","","","","","","четыре","","",""
"function_words","from here","","","","","","","","отсюда","","",""
"function_words","from there","","","","","","","","оттуда","","",""
"function_words","front","","","","","","","","","","","önünde"
"function_words","gonna/going to","","","gonna/going to","","","","","","","",""
"function_words","gotta/got to","","","gotta/got to","","","","","","","",""
"function_words","hafta/have to","","","hafta/have to","","","","","","","",""
"function_words","he","","","he","","lui","","","он","el1","",""
"function_words","her","njezin","her","her","הינה","","hennes","она","ей","ella","henne",""
"function_words","here","tu","","here","","","","вот, здесь, тут","вот, здесь, тут","aqui","","burada, işte"
"function_words","hers","","","hers","","","","","ее, ее","","",""
"function_words","high","","","","","","","","высоко","","",""
"function_words","him","","","him","","","","","ему","lo","",""
"function_words","himself/herself","","","","","","","сам/сама","","","",""
"function_words","his","njegov","his","his","הוא","","hans","он","его, его","su","hans","onun"
"function_words","his/hers","","","","","suo/a","","","","","",""
"function_words","home","","","","","","","домой","домой","","",""
"function_words","how","kako","how","how","איך","come?","hvordan","","как?","como","hur","nasıl"
"function_words","how many","","","","","","","","сколько?","","",""
"function_words","how much","","","","כמה","","","","","","",""
"function_words","i","ja","i","i","אני","io","jeg","я","я","yo","jag","ben"
"function_words","if","","","if","","","","","если","","",""
"function_words","in","u","in","inside/in","","in","i","","","en","i","içinde"
"function_words","in front","ispred","","","","","","","","","",""
"function_words","in order to","","","","","","","","чтобы","","",""
"function_words","inside","unutra","inside","","בפנים","","inn, inne, inni","","","adentro","inuti","içeride"
"function_words","inside/into","","","","","dentro","","","","","",""
"function_words","into","","","into","","","","","","","",""
"function_words","is","","","is","","","","","","","",""
"function_words","it","to","it","it","","","det","","","le","det","ona"
"function_words","lemme/let me","","","lemme/let me","","","","","","","",""
"function_words","little (amount)","malo","","","","","","","","","",""
"function_words","little (quantifier)","","","","","","","","мало","","",""
"function_words","low","","","","","","","","низко","","",""
"function_words","many","puno","","","המון","","","","","","",""
"function_words","me","meni","me","me","אותי","","meg","мне/меня","меня, мне","me","","bana"
"function_words","me/myself","","","","","me/mi","","","","","",""
"function_words","mine","","mine","mine","שלי","","","","","mia, mias, mio, mios","min",""
"function_words","mine/my","","","","","mio/a","","","","","",""
"function_words","more","još, više","more","more","עוד","","mer","еще","еще","mas","mer","daha/bir daha"
"function_words","much","","","much","הרבה","","","","","","","çok"
"function_words","my","moj","my","my","","","min","мой/моя","","","mig","benim"
"function_words","myself","","","myself","","","","","сам/сама","","",""
"function_words","near","","","","","","","","близко/ближе","","",""
"function_words","need/need to","","","need/need to","","","","","","","",""
"function_words","next to","","","next to","","","","","","","",""
"function_words","no one","","","","אף אחד","","","","","","",""
"function_words","none","ništa","none","none","כלום","","ingen","","нет","nohay","ingen","hiç"
"function_words","not","nema","not","not","","","ikke","нет","","","inte",""
"function_words","nothing","","","","","","ingenting","","","nada","",""
"function_words","of","","","of","","di","","","","de","",""
"function_words","off","","off","off","","","av","","","","",""
"function_words","on","na","on","on","על ","","på","","","encima","på","üstünde/üzerinde"
"function_words","on top of","","","on top of","","","","","наверх/наверху","","",""
"function_words","one","","","","","","","","один","","",""
"function_words","or","","","","","","","","или","","",""
"function_words","or else","","","","","","","","а то","","",""
"function_words","other","","other","other","","","","","","","andra","öbürü"
"function_words","our","","","our","","","","наш","","","",""
"function_words","ours","","","","","","","","наш","","",""
"function_words","out","van(i)","out","out","","","ut, ute","","","afuera","ut","dışarıda"
"function_words","over","","","over","","","","","","","",""
"function_words","same","","same","same","","","samme","","такой/такой же/такая","","samma",""
"function_words","self","","","","","","","","","se","",""
"function_words","she","","","she","","lei","","","она","","",""
"function_words","so","","","so","","","","","","","",""
"function_words","some","","some","some","","","noe","","несколько","","några","biraz"
"function_words","someone","","","","","","noen","","","","","biri"
"function_words","that","ono","that","that","","quello/a","","","тот/та/те, что","aquel, aquela, esa, ese, eso","den, den där","o, şu"
"function_words","the","","","the","","il, lo, la, i, gli, le","den","","","el2, la, las, los","",""
"function_words","their","","","their","","","","","","","",""
"function_words","theirs","","","","","","","","их, их","","",""
"function_words","them","","","them","","","","","им","les","",""
"function_words","then","","","then","","","","","","","",""
"function_words","there","tamo","there","there","שם","","der","там, туда","вон, там","ahi, allaall","där","orada, şurada"
"function_words","these","","","these","","","","","","estas, estos","",""
"function_words","they","","","they","","","","","они","ellas, ellos","",""
"function_words","they/their/them","","","","","loro","","","","","",""
"function_words","this","ovo","this","this","זה","questo/a","denne, dette","это/этот/эти","","esta, este, esto","den här","bu"
"function_words","those","","","those","","","","","","esas, esos","",""
"function_words","three","","","","","","","","три","","",""
"function_words","to","","","to","","","","","","","",""
"function_words","to here","","","","","","","","сюда","","",""
"function_words","to there","","","","","","","","туда","","",""
"function_words","to you","","","","","","","","","","","sana"
"function_words","too","","","too","","","","","","","",""
"function_words","try/try to","","","try/try to","","","","","","","",""
"function_words","two","","","","","","","","два","","",""
"function_words","under","ispod","under","under","מתחת","sotto","under","","","","under","altında"
"function_words","up","gore","up","up","למעלה","su","opp","вверх/вверху/наверх/наверху","вверх/вверху","arriba","upp",""
"function_words","up (stairs)","","","","","","oppe","","","","",""
"function_words","us","","","us","","","","мы","нас, нам","","",""
"function_words","wanna/want to","","","wanna/want to","","","","","","","",""
"function_words","was","","","was","","","","","","","",""
"function_words","we","","","we","","","","","мы","","",""
"function_words","we/us","","","","","noi","","","","","",""
"function_words","were","","","were","","","","","","","",""
"function_words","what","što","what","what","מה, מה זה","che/che cosa?","hva","что?","что?","que","vad","ne"
"function_words","when","kad(a)","when","","מתי","quando?","når","","","","när",""
"function_words","when (conjunction)","","","","","","","","когда","","",""
"function_words","when (question)","","","when","","","","","когда?","","",""
"function_words","where","gdje","where","","איפה","dove?","hvor","где?, куда?","где?","dondest","var","nerede, nereye"
"function_words","where (conjunction)","","","","","","","","где","","",""
"function_words","where (question)","","","where","","","","","куда?","","",""
"function_words","which","","","","","","","какой?","","cual","",""
"function_words","which (conjunction)","","","","","","","","какой, который","","",""
"function_words","which (question)","","","which","","","","","какой?","","",""
"function_words","who","tko","who","who","מי, מי זה ","chi?","hvem","кто?","кто?","quien","vem","kim"
"function_words","whose","","","","","","","чей?","чей?","","",""
"function_words","why","zašto","why","why","למה","perché?","hvorfor","","зачем?, почему?","porque","varför","neden, niye"
"function_words","will","","","will","","","","","","","",""
"function_words","with","","","with","","con","","","","","",""
"function_words","would","","","would","","","","","","","",""
"function_words","you","tebi, ti","you","you","אתה","tu, voi","du","тебе/ты","ты, тебя, тебе","te, tu","du/din","sen"
"function_words","you (plural)","","","","","","","","вы, вас, вам","","",""
"function_words","your","tvoj","your","your","שלך","tuo/a","din","твой","","tuya, tuyas, tuyo, tuyos","","senin"
"function_words","yours","","","","","","","","твой, ваш","","",""
"function_words","yourself","","","yourself","","","","","","","",""
