"lexical_category","category","uni_lemma","Croatian WG","English WG","English WS","Hebrew WG","Norwegian WG","Russian WG","Russian WS","Spanish WG","Swedish WG","Turkish WG"
"predicates","action_words","fit",,,"fit",,,,,,,
"predicates","action_words","fix",,,"fix",,,,,,,
"predicates","action_words","flee","bježati",,,,,,,,,
"predicates","action_words","flip",,,,"להחליף",,,,,,
"predicates","action_words","fly (action)",,,,,,,,,,"uç"
"predicates","action_words","get","dobiti","get","get",,"få, hente",,,,"hämta",
"predicates","action_words","get off",,,,,,,,,,"in"
"predicates","action_words","get up",,,,,,"вставать",,,,
"predicates","action_words","give","dati","give","give","לתת","gi","дать","дать","dar","ge","ver"
"predicates","action_words","go","ići","go","go","ללכת","dra","идти",,"ir","åka","giy"
"predicates","action_words","grab",,,,,,,"хватать",,,
"predicates","action_words","hate",,,"hate",,,,,,,
"predicates","action_words","have",,,"have",,,,,"tener",,
"predicates","action_words","hear",,,"hear",,,"слушать/слышать",,,,
"predicates","action_words","help","pomoći","help","help","לעזור","hjelpe",,"помогать","ayudar","hjälpa",
"predicates","action_words","hide",,,"hide","להחביא",,"прятать/прятаться",,,,"sakla"
"predicates","action_words","hit","udariti se","hit","hit","להכות","slå",,,"pegar","slå","vur"
"predicates","action_words","hold",,,"hold",,,,,,,"tut"
"predicates","action_words","hug","zagrliti","hug","hug","לחבק","klemme","обнять","обнимать",,"krama","sarıl"
"predicates","action_words","hungry",,,,,,,,,,"acık"
"predicates","action_words","hurry","žuriti","hurry","hurry","למהר","forte seg",,,"apurar","skynda",
"predicates","action_words","hurt",,,,,,,,"doler",,"acı (canı)"
"predicates","action_words","jump","skočiti","jump","jump","לקפוץ","hoppe","прыгать","прыгать","brincar","hoppa","atla"
"predicates","action_words","kick","šutnuti","kick","kick","לבעוט","sparke",,,,"sparka","döv"
"predicates","action_words","kiss","poljubiti","kiss","kiss","לנשק","kysse","целовать","целовать",,"pussa","öp"
"predicates","action_words","knock",,,"knock",,,,,,,
"predicates","action_words","laugh",,,,,,,"смеяться",,,"gül"
"predicates","action_words","leave",,,,"לצאת",,,,,,
"predicates","action_words","lick",,,"lick",,,,"лизать",,,
"predicates","action_words","lie",,,,,,"лежать","лежать",,,"yat"
"predicates","action_words","lift",,,,,,,,,,"kaldır"
"predicates","action_words","light (action)",,,,"להדליק",,,,,,
"predicates","action_words","like",,,"like",,,,"нравиться",,,
"predicates","action_words","listen",,,"listen",,,,,,,
"predicates","action_words","lock",,,,"לנעול",,,,,,
"predicates","action_words","look","gledati","look","look","להסתכל","se på","смотреть","смотреть","mirar","titta","bak"
"predicates","action_words","look for",,,,"לחפש",,"искать","искать",,,"ara"
"predicates","action_words","love","voljeti","love","love","לאהוב","elske","любить","любить",,,"sev"
"predicates","action_words","lower",,,,"להוריד",,,,,,
"predicates","action_words","make",,,"make",,,"делать","делать",,,
"predicates","action_words","open","otvoriti","open","open","לפתוח","åpne","открыть","открыть","abrir","öppna","aç"
"predicates","action_words","opened",,,,,,,,,,"açıl"
"predicates","action_words","paint",,,"paint",,,,"красить","pintar",,"boya"
"predicates","action_words","pass",,,,,,,,,,"geç"
"predicates","action_words","pee",,,,,,"пúсать","пúсать",,,
"predicates","action_words","pick",,,"pick",,,,,,,
"predicates","action_words","play","igrati se","play","play","לשחק, לשחק","leke","играть","играть","jugar","leka","oyna"
"predicates","action_words","poop",,,,,,"какать","какать",,,
"predicates","action_words","pour",,,"pour",,,,"облить",,,
"predicates","action_words","press",,,,,,,,,,"bas"
"predicates","action_words","pretend",,,"pretend",,,,,,,
"predicates","action_words","pull","vući","pull","pull","למשוך",,,,,"dra","çek"
"predicates","action_words","push","gurati","push","push","לדחוף","dytte",,"толкать","empujar","knuffa","it"
"predicates","action_words","put","staviti","put","put","לשים","legge","класть, положить","класть, положить, ставить","meterse, poner","sätta","koy"
"predicates","action_words","put in",,,,,,,,,,"sok"
"predicates","action_words","put on",,,,,,,,,,"tak"
"predicates","action_words","read","čitati","read","read","לקרוא","lese","читать","читать","leer","läsa",
"predicates","action_words","remember",,,,,,,"помнить",,,
"predicates","action_words","ride","jahati","ride","ride",,"ri","катать/кататься",,,,"bin"
"predicates","action_words","rip",,,"rip",,,,,,,
"predicates","action_words","rock",,,,,,,,,"gunga",
"predicates","action_words","run","trčati","run","run","לרוץ","løpe","бегать/бежать",,"correr","springa","koş"
"predicates","action_words","save",,,,"לשמור",,,,,,
"predicates","action_words","say","reći","say","say","להגיד","si",,,"decir","säga","söyle"
"predicates","action_words","scared",,,,,,"бояться","бояться",,,"kork"
"predicates","action_words","see","vidjeti","see","see","לראות","se",,"видеть","ver","se","gör"
"predicates","action_words","shake",,,"shake",,,,,,,"salla"
"predicates","action_words","share",,,"share",,,,,,,
"predicates","action_words","shh",,,,,,,,,,"sus"
"predicates","action_words","shout",,,,,,,"кричать",,,"bağır"
"predicates","action_words","show",,"show","show",,"vise","показать","показать","ensenar","visa","göster"
"predicates","action_words","sing","pjevati","sing","sing","לשיר","synge","петь","петь","cantar","sjunga",
"predicates","action_words","sit",,,"sit",,,"сидеть","сидеть","sentars",,"otur"
"predicates","action_words","skate",,,"skate",,,,,,,
"predicates","action_words","sleep","spavati","sleep","sleep","ללכת לישון","sove","спать","спать","dormir","sova",
"predicates","action_words","slide (action)",,,"slide (action)",,,,,,,
"predicates","action_words","smear",,,,,,,"мазать",,,
"predicates","action_words","smell",,,,,,,,,,"kokla"
"predicates","action_words","smile","smijati se","smile","smile","לחייך","smile",,"улыбаться",,"le",
"predicates","action_words","sneeze",,,,,,,"чихать",,,
"predicates","action_words","spill",,,"spill",,,,,,,"dök"
"predicates","action_words","splash","prskati","splash","splash","להתיז","plaske",,,,"plaska",
"predicates","action_words","stand",,,"stand",,,"стоять","стоять",,,"kalk"
"predicates","action_words","stay",,,"stay",,,,,,,
"predicates","action_words","stop","stati","stop","stop","לכבות, לעצור","stoppe",,,"parar","sluta, stanna","dur"
"predicates","action_words","strike",,,,,,,,,,"çarp"
"predicates","action_words","swallow",,,,,,,,,,"yut"
"predicates","action_words","sweep",,,"sweep",,,"подметать","подметать",,,
"predicates","action_words","swim","plivati","swim","swim","לשחות","svømme","купать/купаться",,,"simma",
"predicates","action_words","swing (action)","ljuljati se","swing (action)","swing (action)","להתנדנד","huske","качать/качаться",,,,"sallan"
"predicates","action_words","take","uzeti","take","take","לקחת","ta","брать/взять","брать, взять","llevar, tomar","ta","al"
"predicates","action_words","take away",,,,,,,,,,"götür"
"predicates","action_words","take off",,,,,,"снимать","снимать",,,"çıkar"
"predicates","action_words","take out",,,,,,,"достать","sacar",,
"predicates","action_words","talk",,,"talk",,,,"говорить",,,
"predicates","action_words","taste",,,"taste",,,,,,,
"predicates","action_words","tear","trgati",,"tear",,,,,,,"yırt"
"predicates","action_words","tell",,,,"לספר",,,,,,
"predicates","action_words","think",,,"think",,,,,,,
"predicates","action_words","throw","baciti","throw","throw","לזרוק","kaste","бросать","бросать, кидать","aventar, tirar","kasta","at"
"predicates","action_words","tickle","škakljati","tickle","tickle","לדגדג","kile",,"щекотать",,"kittla","gir"
"predicates","action_words","tire",,,,,,,"устать",,,
"predicates","action_words","touch","dirati","touch","touch","לגעת","ta på",,,"tocar","röra","elle"
"predicates","action_words","travel",,,,,,,,,,"gez"
"predicates","action_words","turn",,,,,,,,,,"dön"
"predicates","action_words","turn around",,,,"להסתובב",,,,,,
"predicates","action_words","turn off",,,,,,,,"apagar",,
"predicates","action_words","turn on",,,,,,"включить","включить","prender",,
"predicates","action_words","understand",,,,,,,,,,"anla"
"predicates","action_words","wait",,,"wait",,,,"ждать","esperse",,
"predicates","action_words","wake",,,"wake","לקום",,,"вставать",,,"uyan"
"predicates","action_words","walk","hodati","walk","walk",,"gå","гулять, ходить","гулять, ходить","caminar","gå","yürü"
"predicates","action_words","wanna",,,,,,"хотеть","хотеть","querer",,"iste"
"predicates","action_words","wash","prati","wash","wash","לרחוץ","vaske","мыть/мыться","стирать","lavar","tvätta","yıka"
"predicates","action_words","watch (action)","paziti","watch (action)","watch (action)",,"holde øye med",,,,,"seyret"
"predicates","action_words","wave",,,,,,,,,,"el salla"
"predicates","action_words","wear",,,,,,,,,,"giydir"
"predicates","action_words","wet",,,,,,,,"mojarse",,"islan"
"predicates","action_words","wipe","brisati","wipe","wipe","לנגב",,"вытирать","вытирать",,,"sil"
"predicates","action_words","wish",,,"wish",,,,,,,
"predicates","action_words","work (action)",,,"work (action)",,,,"работать","trabaja",,
"predicates","action_words","write","pisati","write","write","לכתוב","skrive",,"писáть","escribi","skriva","yaz"
